,Title,Published_date,Views,Likes,Favorite,Comments,Month
1343,Are Certification Necessary For Data Science?,2020-05-01,30161,1497,0,178,May
1344,How To Develop Multi Output Regression Models With Python- Machine Learning,2020-05-01,23828,427,0,39,May
1345,Impacts On Hiring For Jobs Due To The Recent Events,2020-04-30,12015,572,0,68,Apr
1346,Hottest Domains To Work To Get Into Data Science Careers,2020-04-29,20972,909,0,99,Apr
1347,Support Vector Machine (SVM) Basic Intuition- Part 1| Machine Learning,2020-04-28,382400,8615,0,228,Apr
1348,How To visualize Decision Tree In Random Forest- Machine Learning,2020-04-28,16558,284,0,18,Apr
1349,Easy Way To Visualize Decision Tree- Machine Learning Algorithm,2020-04-27,22816,426,0,57,Apr
1350,Automate Anomaly Detection Using Pycaret -Data Science And Machine Learning,2020-04-27,35717,743,0,91,Apr
1351,Who Is The Best Person To Judge You? Motivational Talks,2020-04-26,3282,276,0,46,Apr
1352,Live Q&A Data Science,2020-04-26,5213,207,0,25,Apr
1353,Free Python Live Sessions For Data Science-  Initiative To Give Back To Data Science Community,2020-04-25,11453,440,0,347,Apr
1354,Step By Step Process To Learn Machine Learning Algorithm Efficiently,2020-04-24,67604,2927,0,150,Apr
1355,Do Not Memorize Code In Data Science. Just Google It(Important For Freshers And Experienced),2020-04-23,38494,2304,0,257,Apr
1356,Giving Back To The Data Science Community Initiative- Free Tableau and Power BI Live Sessions,2020-04-22,17327,714,0,241,Apr
1357,Tutorial 49- How To Apply Naive Bayes' Classifier On Text Data (NLP)- Machine Learning,2020-04-21,121700,2395,0,147,Apr
1358,Tutorial 48- Naive Bayes' Classifier Indepth Intuition-  Machine Learning,2020-04-20,320770,7533,0,310,Apr
1359,Tutorial 47- Bayes' Theorem| Conditional Probability- Machine Learning,2020-04-19,302013,5741,0,130,Apr
1360,Solving Kaggle Credit Card Fraud Detection Using Pycaret Library- Data Science,2020-04-18,21845,545,0,52,Apr
1361,Sharing My Experience- How Teaching Has Improved My Data Science Skills,2020-04-17,2178,176,0,39,Apr
1362,Automate LifeCycle Of Data Science Projects By Using This Open Source Library,2020-04-14,12302,426,0,48,Apr
1363,Teachable  Machine By Google- Train Your Model With Ease,2020-04-13,19056,427,0,48,Apr
1364,How to Build A Data Science Portfolio That Can Get You Jobs?,2020-04-12,59093,2658,0,96,Apr
1365,Live Q&A Data Science,2020-04-12,3725,170,0,13,Apr
1366,Tutorial 42-How To Find Optimal Threshold For Binary Classification - Data Science,2020-04-11,76059,1460,0,64,Apr
1367,How Should You Explain Your Data Science Projects To Recruiters?- Must Watch For Everyone,2020-04-10,96310,4086,0,111,Apr
1368,Tutorial 12 PowerQuery DateTime Functions,2020-04-10,5660,87,0,17,Apr
1369,Tutorial 11 PowerQuery Merge Queries,2020-04-10,4509,69,0,4,Apr
1370,Tutorial 10 PowerQuery Append Queries,2020-04-10,4812,67,0,4,Apr
1371,Tutorial 9 - PowerQuery Text Transformation,2020-04-10,6038,76,0,8,Apr
1372,Tutorial 8-Power Query Add And Transform Column,2020-04-10,6857,79,0,1,Apr
1373,Tutorial 7- Data Types In PowerBI,2020-04-10,9429,110,0,7,Apr
1374,Tutorial 6- Introduction And In Depth Understanding of Power Query(ETL),2020-04-10,12269,135,0,11,Apr
1375,Tutorial 5- Introduction To Power BI Desktop,2020-04-10,11190,116,0,7,Apr
1376,Tutorial 4- Power BI Installation,2020-04-10,10238,95,0,9,Apr
1377,Tutorial 3- Introduction To Power BI,2020-04-10,11236,106,0,5,Apr
1378,Tutorial 2- What Is Business Intelligence?,2020-04-10,15393,162,0,11,Apr
1379,Tutorial 1 Power BI Course Overview. What All We Will Learn?,2020-04-10,41983,462,0,16,Apr
1380,Feature Engineering-How to Transform Data to Better Fit The Gaussian Distribution-Data Science,2020-04-09,27849,717,0,57,Apr
1381,My Recording Gears For Data Science Videos,2020-04-07,4824,234,0,42,Apr
1382,Tutorial 7- FAQ Chatbot Using RASA NLU- Conclusion and Further Work,2020-04-06,5065,72,0,19,Apr
1383,Tutorial 6- FAQ Chatbot Using RASA NLU- Telegram Integration,2020-04-06,9904,88,0,10,Apr
1384,Tutorial 5- FAQ Chatbot Using RASA NLU- FAQ Chatbot Implementation,2020-04-06,12672,92,0,15,Apr
1385,Tutorial 4- FAQ Chatbot Using RASA NLU- FAQ Problem Statement,2020-04-06,8111,53,0,3,Apr
1386,Tutorial 3- FAQ Chatbot Using RASA NLU- Introduction To RASA,2020-04-06,18960,158,0,19,Apr
1387,Tutorial 2- FAQ Chatbot Using RASA NLU- Chatbot Introduction,2020-04-06,14969,86,0,6,Apr
1388,Tutorial 1- FAQ Chatbot Using RASA NLU,2020-04-06,26147,159,0,5,Apr
1389,Why Domain Knowledge Is Important For Data Scientist?,2020-04-05,3954,187,0,21,Apr
1390,How Do I Learn Complex Topics In Machine Learning And Deep Learning?,2020-04-04,5583,319,0,46,Apr
1391,Tableau Tutorial BI- Bar Graph KPI,2020-04-01,5297,54,0,8,Apr
1392,Tableau Tutorial BI- Market Basket Analysis,2020-04-01,8755,90,0,4,Apr
1393,Tableau Tutorial BI- Sunburst Pie Charts,2020-04-01,7634,61,0,7,Apr
1394,Tutorial 8-Weather Chatbot Project Using Azure Luis- Conclusion,2020-04-01,3831,30,0,7,Apr
1395,Tutorial 7-Weather Chatbot Project Using Azure Luis- Integration With Telegram,2020-04-01,4162,16,0,3,Apr
1396,Tutorial 6-Weather Chatbot Project Using Azure Luis- Deployment Of Chatbot,2020-04-01,5163,23,0,6,Apr
1397,Tutorial 5-Weather Chatbot Project Using Luis-  Building the Python App,2020-04-01,8994,47,0,25,Apr
1398,Tutorial 4-Weather Chatbot Project Using Luis-  Building the Luis App,2020-04-01,11600,74,0,4,Apr
1399,Tutorial 3- Weather Chatbot Project Using Luis-  Problem Statement,2020-04-01,7989,30,0,1,Apr
1400,Tutorial 2-Weather Chatbot Project Using Azure Luis- Chatbot Introduction,2020-04-01,9578,53,0,8,Apr
1401,Tutorial 1 Weather Chatbot Project Using Azure Luis Outline,2020-04-01,16851,88,0,7,Apr
1402,"Tableau Tutorial BI- Scatter Plot, Bar Chart, Histogram",2020-03-31,7457,85,0,6,Mar
1403,arXiv.org- Find Research Papers And Scholarly Articles In Data Science,2020-03-30,8477,231,0,19,Mar
1404,Tutorial 28-MultiCollinearity In Linear Regression- Part 2,2020-03-29,100298,1601,0,93,Mar
1405,Live Q&A Data Science- Charity Towards PM Relief Fund,2020-03-29,4750,226,0,9,Mar
1406,Tableau Tutorial BI- Data Aggregation- Local And Global Aggregation- Continuation,2020-03-28,6522,69,0,6,Mar
1407,Tableau Tutorial BI- Data Aggregation- Local And Global Aggregation,2020-03-28,9074,93,0,7,Mar
1408,Utilize This Time For Learning Skills And Improving Productivity- Saturday Motivation,2020-03-28,2055,110,0,17,Mar
1409,Tableau Tutorial BI- Data Connection & Charts,2020-03-28,14324,195,0,22,Mar
1410,Tableau Tutorial BI -Tableau Overview,2020-03-27,36167,319,0,17,Mar
1411,Tableau Tutorial BI -Tableau Pricing In Details,2020-03-27,14855,98,0,2,Mar
1412,Tableau Tutorial BI -Project Architecture Of a BI Project,2020-03-27,12327,119,0,5,Mar
1413,Tableau Tutorial BI-Tableau Desktop Architecture,2020-03-27,15512,138,0,8,Mar
1414,Tableau Tutorial BI -Tableau Introduction,2020-03-27,17937,152,0,8,Mar
1415,Friday Live Q&A- Data Science,2020-03-27,2222,110,0,4,Mar
1416,Chatbot With Google Dialoglow-  Summary And Further Work,2020-03-27,7639,80,0,8,Mar
1417,Chatbot With Google Dialoglow- Integration With Telegram,2020-03-27,10324,66,0,6,Mar
1418,Chatbot With Google Dialoglow- Implementing The FulFillment,2020-03-27,14226,107,0,17,Mar
1419,Chatbot With Google Dialoglow- Building The Solution,2020-03-27,16240,114,0,19,Mar
1420,Chatbot With Google Dialogflow- Business Problem- Let's Build The Chatbot,2020-03-27,15155,120,0,1,Mar
1421,Chatbot With Google Dialogflow- Understanding The Framework,2020-03-27,28458,291,0,18,Mar
1422,Chatbot With Google Dialogflow- Chatbot Fundamentals,2020-03-27,24290,126,0,9,Mar
1423,End to End Chatbot with Deployment And Custom Service Integration,2020-03-27,43542,311,0,13,Mar
1424,Live Q&A,2020-03-25,2710,179,0,29,Mar
1425,Live Q&A Showing My Workspace,2020-03-25,2315,107,0,10,Mar
1426,I have Reordered My Complete Machine Learning And Deep Learning Playlist- Complete it in 21 days,2020-03-25,6066,278,0,54,Mar
1427,Interview Questions On Statistics - Data Science Interviews,2020-03-25,28718,881,0,26,Mar
1428,Some Quick and Important Announcements,2020-03-25,4496,257,0,39,Mar
1429,Spearman's rank correlation coefficient- Statistics,2020-03-24,70049,1450,0,61,Mar
1430,Tutorial 34- LSTM Recurrent Neural Network In Depth Intuition,2020-03-24,203014,3005,0,127,Mar
1431,Time Management- How Do I Efficiently Manage My Time?  My Experience- Motivation,2020-03-23,6487,360,0,18,Mar
1432,Interview Questions On Decision Tree- Data Science,2020-03-23,37137,1168,0,68,Mar
1433,Performance Metrics On MultiClass Classification Problems,2020-03-23,71162,1274,0,51,Mar
1434,Time Complexity Of Machine Learning Models- Interview Questions- Data Science,2020-03-22,5728,185,0,17,Mar
1435,Tutorial 36- Logistic Regression Mutliclass Classification(OneVsRest)- Part 3| Data Science,2020-03-21,109883,2301,0,70,Mar
1436,Saturday Live Q&A,2020-03-21,2565,146,0,8,Mar
1437,Performance Metrics Interview Questions- Data Science,2020-03-21,20390,527,0,47,Mar
1438,Data Science Interview Questions- Multicollinearity In Linear And Logistic Regression,2020-03-20,39265,1083,0,72,Mar
1439,What is Social Distancing?,2020-03-20,1280,69,0,6,Mar
1440,Face Recognition Using Keras And Open CV Part 2- Model Creation And Testing,2020-03-20,32952,516,0,120,Mar
1441,All About Membership In Krish's Channel,2020-03-20,33792,1768,0,110,Mar
1442,How To Follow My Channel Playlist To Learn Data Science Efficiently,2020-03-19,14770,873,0,71,Mar
1443,Forecasting Future Sales Using ARIMA and SARIMAX,2020-03-19,311271,4904,0,288,Mar
1444,Face Recognition Using Keras And OpenCV- Part 1- Data Collection,2020-03-17,70098,1144,0,95,Mar
1445,Uber Data Science Interview Process,2020-03-16,23999,794,0,88,Mar
1446,Tutorial 33-  Installing Cuda Toolkit And cuDNN For Deep Learning,2020-03-15,181535,1884,0,231,Mar
1447,E&Y Interview Process For Data Scientist- Job Referrals The Best Way to Get A Job,2020-03-14,52739,1618,0,75,Mar
1448,Tutorial 13-Hadoop 2.X Yarn Architecture,2020-03-13,7611,145,0,25,Mar
1449,Tutorial 12- Name Node Architecture,2020-03-13,2933,52,0,5,Mar
1450,Web Scraping Reviews And Product Information From Flipkart- Showcasing Subscriber's Work,2020-03-13,14166,305,0,25,Mar
1451,Amazon Data Science Interview- Part 1 & Internship Opportunities,2020-03-12,35202,925,0,99,Mar
1452,Lecture 4- Bubble Sort -Competitive Programming Problem 2,2020-03-11,8595,207,0,47,Mar
1453,Visibility Climate Prediction- You Can Add This In Your Resume,2020-03-11,31964,691,0,39,Mar
1454,Lecture 3-  Competitive Programming Problem 1 Solution- Happy Holi!!,2020-03-10,17919,520,0,49,Mar
1455,My Laptop Lenovo Legion Y 540 Unboxing For Deep Learning! Important Message At The Last,2020-03-10,70310,2406,0,263,Mar
1456,Lecture 2- Competitive Programming- Problem Statement 1,2020-03-09,33530,756,0,36,Mar
1457,Lecture 1-  Data Structures And Analysis Of Algorithms,2020-03-09,56710,1605,0,102,Mar
1458,Tutorial 33- Chi Square Test Implementation with Python- Hypothesis Testing- Part 2,2020-03-08,87011,1340,0,70,Mar
1459,What is Competitive Programming? Announcement Regarding Data Structure And Algorithms,2020-03-08,5776,339,0,64,Mar
1460,Tutorial 11- Understanding The HDFS Design- Big Data Tutorial,2020-03-07,4950,71,0,8,Mar
1461,Tutorial 10-Components Of Hadoop- Big Data Tutorial,2020-03-07,4305,64,0,7,Mar
1462,Tutorial 9- Introduction To Hadoop - Big Data Tutorial,2020-03-07,3467,81,0,8,Mar
1463,Tutorial 8-What Are The Problems IN Scaling Out- Big Data Tutorial,2020-03-07,3565,66,0,5,Mar
1464,Live Q&A Data Science,2020-03-07,3903,259,0,22,Mar
1465,"Tutorial 41-Performance Metrics(ROC,AUC Curve) For Classification Problem In Machine Learning Part 2",2020-03-06,199726,4618,0,184,Mar
1466,Tutorial 40- Decision Tree Split For Numerical Feature,2020-03-06,103192,2448,0,98,Mar
1467,Tutorial 7- What Is Scaling In Scaling Out- Big Data Tutorial,2020-03-06,16376,207,0,9,Mar
1468,Tutorial 39- Gini Impurity Intuition In Depth In Decision Tree,2020-03-05,135349,3127,0,119,Mar
1469,Tutorial 6-  Understanding Of Basic Hadoop Commands-Big Data Tutorial,2020-03-05,3635,53,0,2,Mar
1470,Tutorial 5- Understanding Hadoop Command Linux- Big Data Tutorial,2020-03-05,10089,172,0,8,Mar
1471,Tutorial 4- Basics  Of Linux And Practical Implementation- Big Data Tutorial,2020-03-04,8206,142,0,17,Mar
1472,Tutorial 3- Hadoop System Setup- Big Data Tutorial,2020-03-04,16432,226,0,39,Mar
1473,Tutorial 2- What All You Will Learn In This Big Data Series,2020-03-03,13863,321,0,30,Mar
1474,Tutorial 1- Introduction of Big Data- Part 1,2020-03-03,34542,537,0,50,Mar
1475,Tutorial 38- Decision Tree Information Gain,2020-03-03,187778,4414,0,205,Mar
1476,Custom Ensemble Approach To Solve Machine Learning Problems,2020-03-02,3311,120,0,14,Mar
1477,Tutorial 5- MongoDb With Python- Updating Records|Data Science,2020-02-29,13343,244,0,21,Feb
1478,Tutorial 4- MongoDb With Python- Querying Json Documents|Data Science,2020-02-29,24240,387,0,21,Feb
1479,Why And How Did I Get Into Data Science? Sharing My Data Science Experience In 20 min,2020-02-28,3017,167,0,24,Feb
1480,Follow These Steps To Be Successful In IT Industries,2020-02-27,8455,452,0,11,Feb
1481,Tutorial 36- Logistic Regression Indepth Intuition- Part 2| Data Science,2020-02-26,180827,4051,0,290,Feb
1482,Tutorial 35- Logistic Regression Indepth Intuition- Part 1| Data Science,2020-02-25,254561,5435,0,179,Feb
1483,Live Q&A Data Science,2020-02-23,4131,294,0,22,Feb
1484,Sales Chat Bot Project Using Rasa NLU| Data Science,2020-02-23,19527,336,0,23,Feb
1485,Resume Discussion for Data Science Role,2020-02-22,5046,188,0,24,Feb
1486,Be A Guiding Star- Never Give Up|Saturday Motivation,2020-02-22,2887,265,0,42,Feb
1487,Create Basic Conversational AI Chatbot using RASA NLU,2020-02-21,90648,1316,0,106,Feb
1488,How To Learn Maths For Data Science By Self Study And For Free,2020-02-20,42809,1642,0,58,Feb
1489,How To Learn Statistics By Self Study And For Free,2020-02-18,44104,1511,0,64,Feb
1490,30 Days Interview Challenge For Data Science- Ft: Ineuron,2020-02-17,8622,429,0,39,Feb
1491,Skillset Of Data Scientist In 2020 (Do not Miss this Video),2020-02-16,83238,3437,0,184,Feb
1492,How To Translate Business Ideas Into Data Science Solutions,2020-02-15,2953,161,0,8,Feb
1493,Advance House Price Prediction-Feature Selection,2020-02-15,56141,855,0,96,Feb
1494,Skillset Of Data Analyst in 2020,2020-02-13,32708,1179,0,67,Feb
1495,Interview Discussion- Solution For Tea Crop Prediction,2020-02-11,6760,309,0,31,Feb
1496,Silver Play Button Unboxing #100k Subscribers strong,2020-02-10,3840,383,0,128,Feb
1497,Live Q&A Join Our Affordable AI Course,2020-02-09,7317,302,0,50,Feb
1498,Interview Discussion For Data Science- Solve This Use Case,2020-02-09,17666,410,0,40,Feb
1499,How To Become A Data Analytics Manager(Rarest Role In Data Science),2020-02-08,12055,305,0,24,Feb
1500,Tutorial 3- How To Connect Python With MongoDb- Pymongo Installation,2020-02-07,40885,519,0,40,Feb
1501,Advance House Price Prediction-Feature Engineering Part 2,2020-02-06,62443,938,0,229,Feb
1502,Tutorial 2- MongoDb Installation And Basic CRUD Operations,2020-02-06,31160,447,0,26,Feb
1503,Tutorial 1- Why Do We Require MongoDB,2020-02-05,55040,991,0,34,Feb
1504,Different Type Of Criticism And How To Handle Them?- Motivation,2020-02-04,3486,231,0,38,Feb
1505,Advance House Price Prediction-Feature Engineering Part 1,2020-02-03,76185,1184,0,96,Feb
1506,Live Q&A ANSWERING YOUR QUESTIONS,2020-02-02,3882,172,0,16,Feb
1507,Gartner Hype Cycle For Artificial Intelligence 2019,2020-02-02,2768,70,0,7,Feb
1508,"Is Data Science, Machine Learning, Deep Learning Evergreen Jobs?",2020-02-01,13716,264,0,52,Feb
1509,Advance House Price Prediction- Exploratory Data Analysis- Part 2,2020-02-01,89135,1539,0,144,Feb
1510,Advance House Price Prediction- Exploratory Data Analysis- Part 1,2020-01-31,307155,3530,0,260,Jan
1511,How Should You Go Ahead In Preparing Data Science Interviews,2020-01-30,6609,413,0,40,Jan
1512,How To Decide Whether Data Science Is Right For You?,2020-01-29,30520,782,0,175,Jan
1513,Tutorial 6- Data Transformation Using QlikSense,2020-01-29,4582,49,0,7,Jan
1514,Impact Of Artificial Intelligence On HealthCare,2020-01-28,5485,191,0,19,Jan
1515,Tutorial 5- QlikSense Hubs And Dashboard,2020-01-28,3144,34,0,5,Jan
1516,Tutorial 34- Performance Metrics For Classification Problem In Machine Learning- Part1,2020-01-27,241893,5440,0,249,Jan
1517,Step By Step Action Plan For Learning Data Science in 2020,2020-01-26,249094,8829,0,427,Jan
1518,Salary Of Data Scientist In India And US In 2020,2020-01-25,175005,4207,0,332,Jan
1519,We Reached 100k Subscribers. This Video is Dedicated To You All,2020-01-25,1794,173,0,43,Jan
1520,Tutorial 4- QlikSense Installation- Business Intelligence,2020-01-23,3083,43,0,10,Jan
1521,"Tutorial 33- P Value,T test, Correlation Implementation with Python- Hypothesis Testing",2020-01-23,164594,2588,0,145,Jan
1522,How To Do I Manage My Time Apart from My Professional Life,2020-01-22,4380,235,0,35,Jan
1523,Tutorial 3- Who are the End Users Of BI Visualization Tools- QlikSense Tutorial,2020-01-22,2868,27,0,2,Jan
1524,Tutorial 2- Why BI Visualization Tools Are Required?,2020-01-22,6569,85,0,17,Jan
1525,Tutorial 1- What is Data Visualization and Its Importance?,2020-01-21,32328,377,0,20,Jan
1526,What is Data Leakage In Machine Learning?,2020-01-20,39406,1953,0,99,Jan
1527,LiveQ&A,2020-01-20,3211,182,0,20,Jan
1528,How To Debug Python Code In Spyder IDE,2020-01-20,77261,732,0,35,Jan
1529,Make_Pipelines using Sklearn- Hyperparameter Tuning - Machine Learning,2020-01-17,3296,85,0,9,Jan
1530,Tutorial 7: Deploying Machine Learning Models In Azure Cloud,2020-01-17,79997,1012,0,54,Jan
1531,Performing Hyper Parameter Tuning Using Pipeline In Sklearn- Machine Learning,2020-01-15,22610,507,0,27,Jan
1532,Creating Pipelines Using SKlearn- Machine Learning Tutorial,2020-01-14,84864,2018,0,96,Jan
1533,Tutorial 6 :Deployment of Machine Learning Models in Google Cloud Platform,2020-01-12,106898,1486,0,80,Jan
1534,"Tutorial 32- All About P Value,T test,Chi Square Test, Anova Test  and When  to Use What?",2020-01-10,550810,10556,0,307,Jan
1535,Top PGDM Colleges For Data Science In India,2020-01-10,22504,398,0,77,Jan
1536,Best Python Books To Read In 2020,2020-01-10,5348,164,0,14,Jan
1537,Colleges For Msc In Data Science and Big Data Analytics In India,2020-01-09,60857,961,0,194,Jan
1538,Auto Sklearn Tutorial- Quickly Selecting Machine Learning Algorithm and HyperTuning It,2020-01-09,13584,329,0,38,Jan
1539,Story Telling- Important Aspects In Data Science,2020-01-08,14096,529,0,16,Jan
1540,"Tutorial 31- Hypothesis Test, Type 1 Error, Type 2 Error",2020-01-06,287738,5601,0,147,Jan
1541,Ethics And Data Science- Must Read Book For Data Science Aspirants,2020-01-05,4085,176,0,12,Jan
1542,Best Free Data Sets For Data Science Projects,2020-01-04,29313,978,0,30,Jan
1543,Best Free Books For Learning Data Science in 2020,2020-01-04,57631,1844,0,74,Jan
1544,Tutorial 32- Problems In Simple Recurrent Neural Network,2020-01-03,91605,1872,0,92,Jan
1545,Tutorial 31- Back Propagation In Recurrent Neural Network,2020-01-02,136027,2880,0,113,Jan
1546,Important Steps To Improve Your Programming Skills,2019-12-29,7194,332,0,52,Dec
1547,Tutorial 30- Recurrent Neural Network Forward Propogation With Time,2019-12-27,152759,3516,0,146,Dec
1548,Last Live Q&A Of 2019,2019-12-27,3058,171,0,11,Dec
1549,The Tree-Based Pipeline Optimization Tool (TPOT) AutoML- Genetic Programming,2019-12-26,8809,248,0,46,Dec
1550,Tutorial 29- Why Use Recurrent Neural Network and Its Application,2019-12-25,201957,3927,0,71,Dec
1551,Some Important Suggestions For Data Science Aspirants,2019-12-25,9106,461,0,72,Dec
1552,"Tutorial 28- Create CNN Model Using Transfer Learning using Vgg 16, Resnet",2019-12-23,177847,3224,0,192,Dec
1553,Tutorial 27- Create CNN Model and Optimize using Keras Tuner- Deep Learning,2019-12-23,126153,1969,0,140,Dec
1554,Should We Use Machine Learning or Deep Learning For Data Science Project?,2019-12-22,20217,952,0,58,Dec
1555,Machine Learning Project Vs Deep Learning Project,2019-12-21,8407,320,0,25,Dec
1556,Tutorial 26- Create Image Dataset using Data Augmentation using Keras-Deep Learning-Data Science,2019-12-21,163527,2317,0,127,Dec
1557,Step By Step Understanding Of Implementing Data Science Project,2019-12-20,94169,3508,0,94,Dec
1558,Tutorial 25- Data Augmentation In CNN-Deep Learning,2019-12-19,96648,2174,0,61,Dec
1559,Fresher and Experienced Professional Has This Common Question Regarding Data Science?,2019-12-18,6661,306,0,23,Dec
1560,Data Science In Cyber Security In 2020,2019-12-17,17117,539,0,38,Dec
1561,Thank You All For Sharing Your Knowledge,2019-12-16,1794,123,0,26,Dec
1562,Data Science Q&A LIVE,2019-12-15,4538,263,0,22,Dec
1563,Best Youtube Channels To Study Data Science For Free,2019-12-15,66356,3295,0,153,Dec
1564,Various Roles and Responsibilities in Data Science,2019-12-14,3271,139,0,14,Dec
1565,Tutorial 28- Ridge and Lasso Regression using Python and Sklearn,2019-12-11,118361,1792,0,111,Dec
1566,Tutorial 27- Ridge and Lasso Regression Indepth Intuition- Data Science,2019-12-10,311557,7001,0,404,Dec
1567,Tutorial 26- Linear Regression Indepth Maths Intuition- Data Science,2019-12-08,324943,6075,0,319,Dec
1568,Data Science General Q&A,2019-12-08,3546,165,0,18,Dec
1569,"Data Scientist, Domain Expertise, Data Engineer Top Skillsets Based On Gartner Survey",2019-12-08,2613,110,0,9,Dec
1570,Role of Data Analyst Vs Role of Business Analyst,2019-12-07,5549,207,0,19,Dec
1571,Data Scientist Vs Machine Learning Researcher Vs Machine Learning Engineer,2019-12-07,3485,152,0,19,Dec
1572,Perform Web Scraping On Wikipedia- Data Science,2019-12-05,22648,450,0,87,Dec
1573,Important Points Everybody Should Know While Implementing Data Science Projects,2019-12-04,6252,327,0,43,Dec
1574,Tutorial 24-Z Score Statistics Data Science,2019-12-03,127970,2672,0,115,Dec
1575,Air Quality Index Prediction- Data Collection Part 1,2019-12-03,177753,1534,0,361,Dec
1576,How to Optimize Linked In Profile For Data Scientist Jobs,2019-12-02,10303,367,0,54,Dec
1577,Tutorial 25- Probability Density function and CDF- EDA-Data Science,2019-11-30,144145,3482,0,176,Nov
1578,Tutorial 24- Histogram in EDA- Data Science,2019-11-29,82366,1616,0,17,Nov
1579,"Tutorial 23-Univariate, Bivariate and Multivariate Analysis- Part2 (EDA)-Data Science",2019-11-28,139400,2475,0,81,Nov
1580,"Tutorial 22-Univariate, Bivariate and Multivariate Analysis- Part1 (EDA)-Data Science",2019-11-27,387300,7157,0,148,Nov
1581,How Can A Non Technical Person Become Data Scientist,2019-11-27,162063,4683,0,502,Nov
1582,AI VS ML VS DL VS Data Science,2019-11-26,2839532,68135,0,1753,Nov
1583,A/B Testing In Data Science,2019-11-25,51127,1090,0,42,Nov
1584,Word2Vec Easily Explained- Data Science,2019-11-24,167048,2568,0,127,Nov
1585,Hiring Process Of Data Scientist and Interns,2019-11-23,17147,598,0,37,Nov
1586,Best Programming Practices For Data Science,2019-11-22,23469,978,0,36,Nov
1587,MLMINDS Data Science Course Review,2019-11-21,8973,194,0,39,Nov
1588,What are the Prerequisites To Learn Data Science,2019-11-21,39946,1465,0,84,Nov
1589,Top 5 Technology To Learn in 2020,2019-11-20,29094,937,0,87,Nov
1590,Apply Data Science Technique In Your Domain,2019-11-19,2172,116,0,27,Nov
1591,What Are Data Products?,2019-11-18,8703,261,0,16,Nov
1592,How To Apply Reverse Engineering To Learn Data Science,2019-11-17,11235,550,0,25,Nov
1593,How To Become Freelancer Data Scientist,2019-11-13,72355,2468,0,64,Nov
1594,My Experience In Service Based and Product Based Company,2019-11-12,113928,3454,0,268,Nov
1595,What Can We Do After Engineering? Career Guidance(MBA or MTech or Masters or UPSC),2019-11-11,4545,223,0,33,Nov
1596,Tutorial 5- Deployment Of Movie Recommendation Model By My Subscriber In Heroku,2019-11-11,18140,321,0,25,Nov
1597,Tutorial 24- Max Pooling Layer In CNN,2019-11-10,123666,2709,0,90,Nov
1598,Tutorial 23- Operation Of CNN(CNN vs ANN),2019-11-10,112239,2779,0,91,Nov
1599,Reverse Engineering -An Efficient Way To Learn Machine Learning,2019-11-09,8847,329,0,30,Nov
1600,Machine Learning Researcher Vs Data Scientist,2019-11-08,2478,146,0,18,Nov
1601,Standardization Vs Normalization- Feature Scaling,2019-11-07,291496,7784,0,278,Nov
1602,How To Crack Interviews in Product Based Companies Like Amazon or Google,2019-11-06,24332,828,0,52,Nov
1603,"Tutorial 21- Python OOPS Tutorial- Classes, Variables, Methods and Objects",2019-11-06,86597,1586,0,63,Nov
1604,Business Analyst Vs Data Analyst,2019-11-05,45677,1567,0,66,Nov
1605,Tutorial 20- How To Import All Important Python Data Science Libraries Using Pyforest,2019-11-04,52302,1185,0,54,Nov
1606,"Skillset Data Scientist, Data Engineer and Domain Expertise Should Be Strong At",2019-11-04,3755,169,0,18,Nov
1607,Tutorial 19-  Python Iterables vs Iterators,2019-11-04,61380,1394,0,46,Nov
1608,Top 5 Programming Language To Learn in 2020,2019-11-03,10463,352,0,57,Nov
1609,Tutorial 18- Python Advanced String Formatting,2019-11-03,51903,1000,0,22,Nov
1610,Tutorial 17- Python List Comprehension,2019-11-03,67509,1426,0,33,Nov
1611,My Path Towards 50K Subscribers,2019-11-02,956,92,0,36,Nov
1612,Why Machine Learning Projects Fail In Production,2019-10-31,5985,307,0,34,Oct
1613,Tutorial 4- Deployment Of ML Models In AWS EC2 Instance,2019-10-30,113097,2130,0,159,Oct
1614,Live Q&A,2019-10-29,3279,194,0,27,Oct
1615,Top 5 Python IDEs For Data Science,2019-10-28,30937,757,0,52,Oct
1616,Happy Diwali EveryOne- Motivation And Inspiration Is All We Need,2019-10-27,1702,118,0,29,Oct
1617,How To Review An Online Course For Data Science,2019-10-26,6820,233,0,113,Oct
1618,Will AutoML Replace Data Scientist Job? Myth,2019-10-25,9101,384,0,42,Oct
1619,Future Scope Of Data Science,2019-10-24,37482,1106,0,89,Oct
1620,Never Give Up- My Story,2019-10-23,98630,5334,0,369,Oct
1621,Tutorial 16- Filter Functions In Python,2019-10-23,64385,1124,0,28,Oct
1622,Tutorial 15- Map Functions using Python,2019-10-22,96111,1891,0,54,Oct
1623,Tutorial 14 - List Comprehension using Python,2019-10-22,3448,98,0,6,Oct
1624,Tutorial 13- Python Lambda Functions,2019-10-22,74767,1550,0,34,Oct
1625,Non Technical Skills That We Must Have As A Data Scientist,2019-10-22,4358,221,0,19,Oct
1626,How To Implement A Real World Usecase or Project For Data Science,2019-10-21,9396,482,0,61,Oct
1627,Steps To Get Jobs as Data Scientist For Freshers and Experienced Professionals,2019-10-21,7542,310,0,30,Oct
